Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year; Month; Monthly Mean; Relative Sea Level Trend Line; Higher 95% Confidence Interval; and Lower 95% Confidence Interval.
Product of NOAAs National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1978,2,-0.038,-0.033,-0.027,-0.039,
1978,3,-0.064,-0.033,-0.027,-0.039,
1978,4,-0.118,-0.033,-0.027,-0.039,
1978,5,-0.107,-0.032,-0.026,-0.038,
1978,6,-0.051,-0.032,-0.026,-0.038,
1978,7,-0.063,-0.032,-0.026,-0.038,
1978,8,-0.069,-0.031,-0.025,-0.037,
1978,9,-0.159,-0.031,-0.025,-0.037,
1978,10,-0.121,-0.031,-0.025,-0.037,
1978,11,0.014,-0.031,-0.025,-0.037,
1978,12,-0.106,-0.030,-0.024,-0.036,
1979,1,-0.060,-0.030,-0.024,-0.036,
1979,2,-0.117,-0.030,-0.024,-0.036,
1979,3,-0.073,-0.030,-0.024,-0.036,
1979,4,-0.133,-0.029,-0.023,-0.035,
1979,5,-0.101,-0.029,-0.023,-0.035,
1979,6,0.001,-0.029,-0.023,-0.035,
1979,12,-0.017,-0.027,-0.021,-0.033,
1980,1,0.001,-0.027,-0.021,-0.033,
1980,2,0.042,-0.027,-0.021,-0.033,
1980,3,-0.085,-0.026,-0.020,-0.032,
1980,4,-0.030,-0.026,-0.020,-0.032,
1980,5,-0.013,-0.026,-0.020,-0.032,
1980,6,-0.018,-0.026,-0.020,-0.032,
1980,7,-0.081,-0.025,-0.019,-0.031,
1980,8,-0.103,-0.025,-0.019,-0.031,
1980,9,-0.086,-0.025,-0.019,-0.031,
1980,10,-0.148,-0.025,-0.019,-0.031,
1980,11,-0.065,-0.024,-0.018,-0.030,
1980,12,-0.027,-0.024,-0.018,-0.030,
1981,1,-0.014,-0.024,-0.018,-0.030,
1981,2,-0.056,-0.023,-0.017,-0.029,
1981,3,-0.006,-0.023,-0.017,-0.029,
1981,4,-0.081,-0.023,-0.017,-0.029,
1981,5,-0.016,-0.023,-0.017,-0.029,
1981,6,-0.103,-0.022,-0.016,-0.028,
1981,8,-0.046,-0.022,-0.016,-0.028,
1981,9,-0.072,-0.022,-0.016,-0.028,
1981,10,-0.132,-0.021,-0.015,-0.027,
1981,11,0.028,-0.021,-0.015,-0.027,
1981,12,-0.025,-0.021,-0.015,-0.027,
1982,1,-0.113,-0.021,-0.015,-0.027,
1982,2,-0.060,-0.020,-0.014,-0.026,
1982,3,-0.001,-0.020,-0.014,-0.026,
1982,4,-0.055,-0.020,-0.014,-0.026,
1982,5,-0.053,-0.019,-0.013,-0.025,
1982,6,-0.013,-0.019,-0.013,-0.025,
1982,7,-0.067,-0.019,-0.013,-0.025,
1982,8,-0.082,-0.019,-0.013,-0.025,
1982,9,-0.014,-0.018,-0.012,-0.024,
1982,10,0.048,-0.018,-0.012,-0.024,
1982,11,0.055,-0.018,-0.012,-0.024,
1982,12,-0.006,-0.018,-0.012,-0.024,
1983,1,0.101,-0.017,-0.011,-0.023,
1983,2,0.025,-0.017,-0.011,-0.023,
1983,3,0.066,-0.017,-0.011,-0.023,
1983,4,-0.040,-0.016,-0.010,-0.022,
1983,5,-0.084,-0.016,-0.010,-0.022,
1983,6,0.009,-0.016,-0.010,-0.022,
1983,7,0.031,-0.016,-0.010,-0.022,
1983,8,-0.067,-0.015,-0.009,-0.021,
1983,9,-0.026,-0.015,-0.009,-0.021,
1983,10,-0.007,-0.015,-0.009,-0.021,
1983,11,0.025,-0.015,-0.009,-0.021,
1983,12,-0.015,-0.014,-0.008,-0.020,
1984,1,0.104,-0.014,-0.008,-0.020,
1984,2,0.025,-0.014,-0.008,-0.020,
1984,3,0.042,-0.014,-0.008,-0.020,
1984,4,0.006,-0.013,-0.007,-0.019,
1984,5,-0.078,-0.013,-0.007,-0.019,
1984,6,-0.007,-0.013,-0.007,-0.019,
1984,7,-0.067,-0.012,-0.006,-0.018,
1984,8,0.000,-0.012,-0.006,-0.018,
1984,9,0.050,-0.012,-0.006,-0.018,
1984,10,0.051,-0.012,-0.006,-0.018,
1984,11,0.122,-0.011,-0.005,-0.017,
1984,12,0.064,-0.011,-0.005,-0.017,
1985,1,0.076,-0.011,-0.005,-0.017,
1985,2,-0.048,-0.011,-0.005,-0.017,
1985,3,-0.035,-0.010,-0.004,-0.016,
1985,4,-0.073,-0.010,-0.004,-0.016,
1985,5,0.011,-0.010,-0.004,-0.016,
1985,6,-0.028,-0.010,-0.004,-0.016,
1985,7,-0.030,-0.009,-0.003,-0.015,
1985,8,0.091,-0.009,-0.003,-0.015,
1985,9,0.068,-0.009,-0.003,-0.015,
1985,10,0.048,-0.008,-0.002,-0.014,
1985,11,-0.042,-0.008,-0.002,-0.014,
1985,12,0.033,-0.008,-0.002,-0.014,
1986,1,0.101,-0.008,-0.002,-0.014,
1986,2,0.095,-0.007,-0.001,-0.013,
1986,3,0.017,-0.007,-0.001,-0.013,
1986,4,0.104,-0.007,-0.001,-0.013,
1986,5,0.197,-0.007,-0.001,-0.013,
1986,6,0.088,-0.006,0.000,-0.012,
1986,7,0.006,-0.006,0.000,-0.012,
1986,8,0.000,-0.006,0.000,-0.012,
1986,9,0.029,-0.006,0.000,-0.012,
1986,10,-0.052,-0.005,0.001,-0.011,
1986,11,-0.128,-0.005,0.001,-0.011,
1986,12,-0.006,-0.005,0.001,-0.011,
1987,1,-0.037,-0.004,0.002,-0.010,
1987,2,0.040,-0.004,0.002,-0.010,
1987,3,0.023,-0.004,0.002,-0.010,
1987,4,-0.073,-0.004,0.002,-0.010,
1987,5,-0.111,-0.003,0.003,-0.009,
1987,6,-0.101,-0.003,0.003,-0.009,
1987,7,-0.027,-0.003,0.003,-0.009,
1987,8,-0.165,-0.003,0.003,-0.009,
1987,9,-0.191,-0.002,0.004,-0.008,
1987,10,-0.019,-0.002,0.004,-0.008,
1987,11,0.000,-0.002,0.004,-0.008,
1987,12,-0.006,-0.002,0.004,-0.008,
1988,1,0.015,-0.001,0.005,-0.007,
1988,2,0.043,-0.001,0.005,-0.007,
1988,3,-0.090,-0.001,0.005,-0.007,
1988,4,-0.037,0.000,0.006,-0.006,
1988,5,-0.102,0.000,0.006,-0.006,
1988,6,-0.034,0.000,0.006,-0.006,
1988,7,-0.052,0.000,0.006,-0.006,
1988,8,-0.101,0.001,0.007,-0.005,
1988,9,-0.081,0.001,0.007,-0.005,
1988,10,0.018,0.001,0.007,-0.005,
1988,11,-0.097,0.001,0.007,-0.005,
1988,12,-0.037,0.002,0.008,-0.004,
1989,1,0.004,0.002,0.008,-0.004,
1989,2,0.006,0.002,0.008,-0.004,
1989,3,0.081,0.002,0.008,-0.004,
1989,4,-0.026,0.003,0.009,-0.003,
1989,5,-0.052,0.003,0.009,-0.003,
1989,6,-0.081,0.003,0.009,-0.003,
1989,7,-0.006,0.004,0.010,-0.002,
1989,8,0.003,0.004,0.010,-0.002,
1989,9,-0.009,0.004,0.010,-0.002,
1989,10,-0.116,0.004,0.010,-0.002,
1989,11,-0.087,0.005,0.011,-0.001,
1989,12,-0.075,0.005,0.011,-0.001,
1990,1,-0.114,0.005,0.011,-0.001,
1990,2,-0.117,0.005,0.011,-0.001,
1990,3,0.031,0.006,0.012,0.000,
1990,4,0.067,0.006,0.012,0.000,
1990,5,0.023,0.006,0.012,0.000,
1990,6,-0.022,0.006,0.012,0.000,
1990,7,-0.036,0.007,0.013,0.001,
1990,8,0.052,0.007,0.013,0.001,
1990,9,-0.014,0.007,0.013,0.001,
1990,10,-0.081,0.008,0.014,0.002,
1990,11,0.000,0.008,0.014,0.002,
1990,12,-0.061,0.008,0.014,0.002,
1991,1,0.088,0.008,0.014,0.002,
1991,2,0.019,0.009,0.015,0.003,
1991,3,0.063,0.009,0.015,0.003,
1991,4,0.046,0.009,0.015,0.003,
1991,5,0.026,0.009,0.015,0.003,
1991,6,0.088,0.010,0.016,0.004,
1991,7,0.101,0.010,0.016,0.004,
1991,8,0.027,0.010,0.016,0.004,
1991,9,0.114,0.010,0.016,0.004,
1991,10,0.091,0.011,0.017,0.005,
1991,11,0.092,0.011,0.017,0.005,
1991,12,-0.031,0.011,0.017,0.005,
1992,1,0.082,0.012,0.018,0.006,
1992,2,0.068,0.012,0.018,0.006,
1992,3,-0.023,0.012,0.018,0.006,
1992,4,0.041,0.012,0.018,0.006,
1992,8,0.032,0.013,0.019,0.007,
1994,1,-0.066,0.018,0.025,0.011,
1994,2,0.035,0.018,0.025,0.011,
1994,3,-0.018,0.018,0.025,0.011,
1994,4,-0.064,0.019,0.026,0.012,
1994,5,0.029,0.019,0.026,0.012,
1994,6,-0.032,0.019,0.026,0.012,
1994,7,-0.047,0.020,0.027,0.013,
1994,8,-0.023,0.020,0.027,0.013,
1994,9,-0.030,0.020,0.027,0.013,
1994,10,-0.003,0.020,0.027,0.013,
1994,11,0.047,0.021,0.028,0.014,
1994,12,0.131,0.021,0.028,0.014,
1995,1,0.004,0.021,0.028,0.014,
1995,2,-0.089,0.021,0.028,0.014,
1995,3,0.099,0.022,0.029,0.015,
1995,4,0.104,0.022,0.029,0.015,
1995,5,0.048,0.022,0.029,0.015,
1995,6,0.001,0.022,0.029,0.015,
1995,7,0.040,0.023,0.030,0.016,
1995,8,0.096,0.023,0.030,0.016,
1995,9,0.106,0.023,0.030,0.016,
1995,10,0.024,0.024,0.031,0.017,
1995,11,-0.037,0.024,0.031,0.017,
1995,12,0.029,0.024,0.031,0.017,
1996,1,0.019,0.024,0.031,0.017,
1996,2,-0.050,0.025,0.032,0.018,
1996,3,-0.048,0.025,0.032,0.018,
1996,4,0.015,0.025,0.032,0.018,
1996,5,-0.047,0.025,0.032,0.018,
1996,6,-0.064,0.026,0.033,0.019,
1996,7,-0.027,0.026,0.033,0.019,
1996,8,-0.047,0.026,0.033,0.019,
1996,9,-0.075,0.026,0.033,0.019,
1996,10,-0.025,0.027,0.034,0.020,
1996,11,0.028,0.027,0.034,0.020,
1996,12,-0.011,0.027,0.034,0.020,
1997,1,0.019,0.028,0.035,0.021,
1997,2,0.024,0.028,0.035,0.021,
1997,3,0.029,0.028,0.035,0.021,
1997,4,0.083,0.028,0.035,0.021,
1997,5,0.008,0.029,0.036,0.022,
1997,6,0.062,0.029,0.036,0.022,
1997,7,0.029,0.029,0.036,0.022,
1997,8,0.029,0.029,0.036,0.022,
1997,9,-0.016,0.030,0.037,0.023,
1997,10,-0.080,0.030,0.037,0.023,
1997,11,-0.192,0.030,0.037,0.023,
1997,12,-0.057,0.030,0.037,0.023,
1998,1,-0.002,0.031,0.038,0.024,
1998,2,0.076,0.031,0.038,0.024,
1998,3,0.035,0.031,0.038,0.024,
1998,4,-0.019,0.032,0.039,0.025,
1998,5,-0.014,0.032,0.039,0.025,
1998,6,-0.030,0.032,0.039,0.025,
1998,7,-0.008,0.032,0.039,0.025,
1998,8,0.011,0.033,0.040,0.026,
1998,9,-0.032,0.033,0.040,0.026,
1998,10,-0.095,0.033,0.040,0.026,
1998,11,-0.106,0.033,0.040,0.026,
1998,12,-0.031,0.034,0.041,0.027,
1999,1,0.039,0.034,0.041,0.027,
1999,2,0.115,0.034,0.041,0.027,
1999,3,0.025,0.034,0.041,0.027,
1999,4,0.037,0.035,0.042,0.028,
1999,5,0.051,0.035,0.042,0.028,
1999,6,0.041,0.035,0.042,0.028,
1999,7,0.042,0.036,0.043,0.029,
1999,8,0.053,0.036,0.043,0.029,
1999,9,0.142,0.036,0.043,0.029,
1999,10,0.046,0.036,0.043,0.029,
1999,11,0.045,0.037,0.044,0.030,
1999,12,0.033,0.037,0.044,0.030,
2000,1,0.029,0.037,0.044,0.030,
2000,2,0.015,0.037,0.044,0.030,
2000,3,0.023,0.038,0.045,0.031,
2000,4,0.021,0.038,0.045,0.031,
2000,5,-0.019,0.038,0.045,0.031,
2000,6,0.046,0.038,0.045,0.031,
2000,7,0.117,0.039,0.046,0.032,
2000,8,0.068,0.039,0.046,0.032,
2000,9,0.055,0.039,0.046,0.032,
2000,10,0.077,0.040,0.047,0.033,
2000,11,0.007,0.040,0.047,0.033,
2000,12,0.032,0.040,0.047,0.033,
2001,1,-0.029,0.040,0.047,0.033,
2001,2,-0.059,0.041,0.048,0.034,
2001,3,-0.017,0.041,0.048,0.034,
2001,4,-0.028,0.041,0.048,0.034,
2001,5,0.062,0.041,0.048,0.034,
2001,6,-0.060,0.042,0.049,0.035,
2001,7,0.003,0.042,0.049,0.035,
2001,8,-0.014,0.042,0.050,0.034,
2001,9,-0.011,0.042,0.050,0.034,
2001,10,0.038,0.043,0.051,0.035,
2001,11,0.076,0.043,0.051,0.035,
2001,12,0.047,0.043,0.051,0.035,
2002,1,-0.073,0.044,0.052,0.036,
2002,2,0.046,0.044,0.052,0.036,
2002,3,-0.005,0.044,0.052,0.036,
2002,4,0.029,0.044,0.052,0.036,
2002,5,0.026,0.045,0.053,0.037,
2002,6,0.088,0.045,0.053,0.037,
2002,7,0.022,0.045,0.053,0.037,
2002,8,0.095,0.045,0.053,0.037,
2002,9,0.055,0.046,0.054,0.038,
2002,10,0.019,0.046,0.054,0.038,
2002,11,-0.060,0.046,0.054,0.038,
2002,12,-0.012,0.046,0.054,0.038,
2003,1,-0.038,0.047,0.055,0.039,
2003,2,-0.083,0.047,0.055,0.039,
2003,3,0.014,0.047,0.055,0.039,
2003,4,0.084,0.048,0.056,0.040,
2003,5,-0.010,0.048,0.056,0.040,
2003,6,-0.035,0.048,0.056,0.040,
2003,7,-0.017,0.048,0.056,0.040,
2003,8,0.012,0.049,0.057,0.041,
2003,9,0.007,0.049,0.057,0.041,
2003,10,-0.018,0.049,0.057,0.041,
2003,11,0.029,0.049,0.057,0.041,
2003,12,0.005,0.050,0.058,0.042,
2004,1,0.017,0.050,0.058,0.042,
2004,2,0.036,0.050,0.058,0.042,
2004,3,0.051,0.050,0.058,0.042,
2004,4,0.006,0.051,0.059,0.043,
2004,5,-0.030,0.051,0.059,0.043,
2004,6,-0.022,0.051,0.059,0.043,
2004,7,0.002,0.052,0.060,0.044,
2004,8,-0.028,0.052,0.060,0.044,
2004,9,0.019,0.052,0.060,0.044,
2004,10,-0.025,0.052,0.060,0.044,
2004,11,0.001,0.053,0.061,0.045,
2004,12,-0.032,0.053,0.061,0.045,
2005,1,0.054,0.053,0.061,0.045,
2005,2,0.104,0.053,0.061,0.045,
2005,3,0.010,0.054,0.062,0.046,
2005,4,0.064,0.054,0.062,0.046,
2005,5,0.054,0.054,0.062,0.046,
2005,6,0.065,0.054,0.062,0.046,
2005,7,0.040,0.055,0.063,0.047,
2005,8,0.036,0.055,0.063,0.047,
2005,9,0.112,0.055,0.063,0.047,
2005,10,0.040,0.056,0.064,0.048,
2005,11,-0.059,0.056,0.064,0.048,
2005,12,-0.046,0.056,0.064,0.048,
2006,1,-0.031,0.056,0.064,0.048,
2006,2,-0.030,0.057,0.065,0.049,
2006,3,0.045,0.057,0.065,0.049,
2006,4,0.072,0.057,0.065,0.049,
2006,5,0.076,0.057,0.065,0.049,
2006,6,-0.030,0.058,0.066,0.050,
2006,7,0.017,0.058,0.066,0.050,
2006,8,0.021,0.058,0.066,0.050,
2006,9,0.005,0.058,0.066,0.050,
2006,10,0.022,0.059,0.067,0.051,
2006,11,0.001,0.059,0.067,0.051,
2006,12,0.018,0.059,0.067,0.051,
2007,1,0.036,0.060,0.068,0.052,
2007,2,0.014,0.060,0.068,0.052,
2007,3,0.037,0.060,0.068,0.052,
2007,4,0.048,0.060,0.068,0.052,
2007,5,0.177,0.061,0.069,0.053,
2007,6,0.108,0.061,0.069,0.053,
2007,7,0.091,0.061,0.069,0.053,
2007,8,0.053,0.061,0.069,0.053,
2007,9,0.067,0.062,0.070,0.054,
2007,10,0.058,0.062,0.070,0.054,
2007,11,0.028,0.062,0.070,0.054,
2007,12,-0.010,0.062,0.070,0.054,
2008,1,0.062,0.063,0.071,0.055,
2008,2,-0.052,0.063,0.071,0.055,
2008,3,-0.037,0.063,0.071,0.055,
2008,4,0.115,0.064,0.072,0.056,
2008,5,0.036,0.064,0.072,0.056,
2008,6,-0.007,0.064,0.072,0.056,
2008,7,0.113,0.064,0.073,0.055,
2008,8,0.088,0.065,0.074,0.056,
2008,9,0.202,0.065,0.074,0.056,
2008,10,0.067,0.065,0.074,0.056,
2008,11,0.032,0.065,0.074,0.056,
2008,12,-0.060,0.066,0.075,0.057,
2009,1,-0.089,0.066,0.075,0.057,
2009,2,-0.056,0.066,0.075,0.057,
2009,3,0.047,0.066,0.075,0.057,
2009,4,-0.016,0.067,0.076,0.058,
2009,5,0.026,0.067,0.076,0.058,
2009,6,0.107,0.067,0.076,0.058,
2009,7,0.031,0.068,0.077,0.059,
2009,8,0.056,0.068,0.077,0.059,
2009,9,0.143,0.068,0.077,0.059,
2009,10,0.023,0.068,0.077,0.059,
2009,11,0.133,0.069,0.078,0.060,
2009,12,0.118,0.069,0.078,0.060,
2010,1,0.045,0.069,0.078,0.060,
2010,2,0.093,0.069,0.078,0.060,
2010,3,0.028,0.070,0.079,0.061,
2010,4,0.028,0.070,0.079,0.061,
2010,5,0.020,0.070,0.079,0.061,
2010,6,0.055,0.070,0.079,0.061,
2010,7,0.069,0.071,0.080,0.062,
2010,8,0.037,0.071,0.080,0.062,
2010,9,0.080,0.071,0.080,0.062,
2010,10,-0.025,0.072,0.081,0.063,
2010,11,0.002,0.072,0.081,0.063,
2010,12,0.006,0.072,0.081,0.063,
2011,1,-0.054,0.072,0.081,0.063,
2011,2,-0.049,0.073,0.082,0.064,
2011,3,-0.006,0.073,0.082,0.064,
2011,4,-0.004,0.073,0.082,0.064,
2011,5,0.009,0.073,0.082,0.064,
2011,6,0.061,0.074,0.083,0.065,
2011,7,0.067,0.074,0.083,0.065,
2011,8,0.115,0.074,0.083,0.065,
2011,9,0.039,0.075,0.084,0.066,
2011,10,0.013,0.075,0.084,0.066,
2011,11,0.075,0.075,0.084,0.066,
2011,12,0.061,0.075,0.084,0.066,
2012,1,-0.014,0.076,0.085,0.067,
2012,2,0.115,0.076,0.085,0.067,
2012,3,0.075,0.076,0.085,0.067,
2012,4,0.096,0.076,0.085,0.067,
2012,5,0.109,0.077,0.086,0.068,
2012,6,0.165,0.077,0.086,0.068,
2012,7,0.105,0.077,0.086,0.068,
2012,8,0.088,0.077,0.086,0.068,
2012,9,0.000,0.078,0.087,0.069,
2012,10,0.031,0.078,0.087,0.069,
2012,11,0.164,0.078,0.087,0.069,
2012,12,0.105,0.079,0.088,0.070,
2013,1,0.089,0.079,0.088,0.070,
2013,2,0.084,0.079,0.088,0.070,
2013,3,0.138,0.079,0.088,0.070,
2013,4,0.067,0.080,0.089,0.071,
2013,5,0.107,0.080,0.089,0.071,
2013,6,0.027,0.080,0.089,0.071,
2013,7,0.121,0.080,0.089,0.071,
2013,8,0.070,0.081,0.090,0.072,
2013,9,0.078,0.081,0.090,0.072,
2013,10,0.086,0.081,0.090,0.072,
2013,11,0.106,0.081,0.090,0.072,
2013,12,0.095,0.082,0.091,0.073,
2014,1,0.122,0.082,0.091,0.073,
2014,2,0.159,0.082,0.091,0.073,
2014,3,0.121,0.083,0.092,0.074,
2014,4,0.128,0.083,0.092,0.074,
2014,5,0.114,0.083,0.092,0.074,
2014,6,0.069,0.083,0.092,0.074,
2014,7,0.089,0.084,0.093,0.075,
2014,8,0.150,0.084,0.093,0.075,
2014,9,0.082,0.084,0.093,0.075,
2014,10,0.044,0.084,0.094,0.074,
2014,11,0.111,0.085,0.095,0.075,
2014,12,0.183,0.085,0.095,0.075,
2015,1,0.143,0.085,0.095,0.075,
2015,2,0.170,0.085,0.095,0.075,
2015,3,0.069,0.086,0.096,0.076,
2015,4,0.087,0.086,0.096,0.076,
2015,5,0.086,0.086,0.096,0.076,
2015,6,0.020,0.087,0.097,0.077,
2015,7,0.069,0.087,0.097,0.077,
2015,8,0.125,0.087,0.097,0.077,
2015,9,0.093,0.087,0.097,0.077,
2015,10,0.196,0.088,0.098,0.078,
2015,11,0.107,0.088,0.098,0.078,
2015,12,0.178,0.088,0.098,0.078,
2016,1,0.200,0.088,0.098,0.078,
2016,3,0.104,0.089,0.099,0.079,
2016,4,0.157,0.089,0.099,0.079,
2016,5,0.104,0.089,0.099,0.079,
2016,6,0.085,0.090,0.100,0.080,
2016,7,0.072,0.090,0.100,0.080,
2016,8,0.095,0.090,0.100,0.080,
2016,9,0.021,0.091,0.101,0.081,
2016,10,0.157,0.091,0.101,0.081,
2016,11,0.137,0.091,0.101,0.081,
2016,12,0.086,0.091,0.101,0.081,
2017,1,0.104,0.092,0.102,0.082,
2017,2,0.067,0.092,0.102,0.082,
2017,3,0.073,0.092,0.102,0.082,
2017,4,0.176,0.092,0.102,0.082,
2017,5,0.052,0.093,0.103,0.083,
2017,6,0.108,0.093,0.103,0.083,
2017,7,0.146,0.093,0.103,0.083,
2017,8,0.081,0.093,0.103,0.083,
2017,9,0.180,0.094,0.104,0.084,
2017,10,0.114,0.094,0.104,0.084,
2017,11,0.113,0.094,0.104,0.084,
2017,12,0.081,0.095,0.105,0.085,
2018,1,0.075,0.095,0.105,0.085,
2018,2,0.030,0.095,0.105,0.085,
2018,3,0.211,0.095,0.105,0.085,
2018,4,0.097,0.096,0.106,0.086,
2018,5,0.015,0.096,0.106,0.086,
2018,6,0.072,0.096,0.106,0.086,
2018,7,0.114,0.096,0.106,0.086,
2018,8,0.080,0.097,0.107,0.087,
2018,9,0.078,0.097,0.107,0.087,
2018,10,0.019,0.097,0.107,0.087,
2018,11,0.066,0.097,0.107,0.087,
2018,12,0.123,0.098,0.108,0.088,
2019,1,0.134,0.098,0.108,0.088,
2019,2,0.154,0.098,0.108,0.088,
2019,3,0.251,0.099,0.109,0.089,
2019,4,0.160,0.099,0.109,0.089,
2019,5,0.109,0.099,0.109,0.089,
2019,6,0.123,0.099,0.109,0.089,
2019,7,0.170,0.100,0.110,0.090,
2019,8,0.213,0.100,0.110,0.090,
2019,9,0.240,0.100,0.110,0.090,
2019,10,0.205,0.100,0.110,0.090,
2019,11,0.237,0.101,0.111,0.091,
2019,12,0.176,0.101,0.111,0.091,
2020,1,0.140,0.101,0.111,0.091,
2020,2,0.114,0.101,0.111,0.091,
2020,3,0.112,0.102,0.112,0.092,
2020,4,0.140,0.102,0.112,0.092,
2020,5,0.150,0.102,0.112,0.092,
2020,6,0.185,0.103,0.113,0.093,
2020,7,0.148,0.103,0.113,0.093,
2020,8,0.167,0.103,0.114,0.092,
2020,9,0.219,0.103,0.114,0.092,
2020,10,0.178,0.104,0.115,0.093,
2020,11,0.201,0.104,0.115,0.093,
2020,12,0.093,0.104,0.115,0.093,
2021,1,0.083,0.104,0.115,0.093,
2021,2,0.135,0.105,0.116,0.094,
2021,3,0.168,0.105,0.116,0.094,
2021,4,0.151,0.105,0.116,0.094,
2021,5,0.105,0.105,0.116,0.094,
2021,6,0.062,0.106,0.117,0.095,
2021,7,0.117,0.106,0.117,0.095,
2021,8,0.150,0.106,0.117,0.095,
2021,9,0.091,0.107,0.118,0.096,
2021,10,0.079,0.107,0.118,0.096,
2021,11,0.211,0.107,0.118,0.096,
2021,12,0.173,0.107,0.118,0.096,
2022,1,0.237,0.108,0.119,0.097,
2022,2,0.192,0.108,0.119,0.097,
2022,3,0.159,0.108,0.119,0.097,
2022,4,0.160,0.108,0.119,0.097,
2022,5,0.204,0.109,0.120,0.098,
2022,6,0.179,0.109,0.120,0.098,
2022,7,0.126,0.109,0.120,0.098,
2022,8,0.156,0.109,0.120,0.098,
2022,9,0.198,0.110,0.121,0.099,
2022,10,0.213,0.110,0.121,0.099,
2022,11,0.261,0.110,0.121,0.099,
2022,12,0.269,0.111,0.122,0.100,
2023,1,0.150,0.111,0.122,0.100,
2023,2,0.110,0.111,0.122,0.100,
2023,3,0.224,0.111,0.122,0.100,
2023,4,0.235,0.112,0.123,0.101,
2023,5,0.194,0.112,0.123,0.101,
2023,6,0.217,0.112,0.123,0.101,
2023,7,0.140,0.112,0.123,0.101,
2023,8,0.151,0.113,0.124,0.102,
2023,9,0.148,0.113,0.124,0.102,
2023,10,0.234,0.113,0.124,0.102,
2023,11,0.278,0.113,0.124,0.102,
2023,12,0.253,0.114,0.125,0.103,
2024,1,0.148,0.114,0.125,0.103,
2024,2,0.201,0.114,0.125,0.103,
2024,3,0.159,0.115,0.126,0.104,
2024,4,0.166,0.115,0.126,0.104,
2024,5,0.196,0.115,0.126,0.104,
2024,6,0.194,0.115,0.126,0.104,
2024,7,0.164,0.116,0.127,0.105,
2024,8,0.095,0.116,0.127,0.105,
2024,9,0.233,0.116,0.127,0.105,
2024,10,0.171,0.116,0.127,0.105,
2024,11,0.177,0.117,0.128,0.106,
2024,12,0.139,0.117,0.128,0.106,
2025,1,0.107,0.117,0.128,0.106,
2025,2,0.069,0.117,0.128,0.106,
2025,3,0.133,0.118,0.129,0.107,
2025,4,0.098,0.118,0.129,0.107,
2025,5,0.097,0.118,0.129,0.107,
2025,6,0.098,0.119,0.130,0.108,
2025,7,0.112,0.119,0.130,0.108,
2025,8,0.209,0.119,0.130,0.108,
2025,9,0.225,0.119,0.130,0.108,
2025,10,0.285,0.120,0.131,0.109,
2025,11,0.071,,,,
2025,12,0.096,,,,
2026,1,0.081,,,,
2026,2,0.127,,,,
2026,3,0.169,,,,
